Journal Code,"Online
ISSN",Journal Title,Full Article Publication Charge,Unnamed: 4,Unnamed: 5,Discounted APC for Society Members,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
APP,1097-4628,Journal of Applied Polymer Science,3600,2400,3000,,,,,APP
JAR,1468-3148,Journal of Applied Research in Intellectual Disabilities,3500,2350,2900,,,,,JAR
JASP,1559-1816,Journal of Applied Social Psychology,2800,1850,2350,,,,,JASP
JAT,1099-1263,Journal of Applied Toxicology,3550,2350,2950,,,,,JAT
AAH,1548-8667,Journal of Aquatic Animal Health,3400,2250,2850,,,,,AAH
JAV,1600-048X,Journal of Avian Biology,2650,1350,2000,,,,,JAV
JOBM,1521-4028,Journal of Basic Microbiology,2750,1850,2300,,,,,JOBM
BDM,1099-0771,Journal of Behavioral Decision Making,3200,2133,2667,,,,,BDM
JBT,1099-0461,Journal of Biochemical and Molecular Toxicology,3800,2550,3150,,,,,JBT
JBI,1365-2699,Journal of Biogeography,4200,2800,3500,,,,,JBI
JBM,1552-4965,Journal of Biomedical Materials Research Part A,3800,2700,3250,3040,2160,2600,,JBM
JBMB,1552-4981,Journal of Biomedical Materials Research Part B: Applied Biomaterials,2500,1786,2143,2000,1428,1930,,JBMB
JBIO,1864-0648,Journal of Biophotonics,4700,3150,3900,,,,,JBIO
JBMR,1523-4681,Journal of Bone and Mineral Research,3000,2000,2500,,,,,JBMR
JBFA,1468-5957,Journal of Business Finance & Accounting,2900,1950,2400,,,,,JBFA
JBL,2158-1592,Journal of Business Logistics,2750,1800,2300,,,,,JBL
JOCS,1540-8191,Journal of Cardiac Surgery,3200,2150,2650,,,,,JOCS
JCE,1540-8167,Journal of Cardiovascular Electrophysiology,3900,2600,3250,,,,,JCE
JCB,1097-4644,Journal of Cellular Biochemistry,4400,2950,3650,,,,,JCB
JCP,1097-4652,Journal of Cellular Physiology,4700,3150,3900,,,,,JCP
JCTB,1097-4660,Journal of Chemical Technology and Biotechnology,4100,2750,3400,,,,,JCTB
CEM,1099-128X,Journal of Chemometrics,3900,2600,3250,,,,,CEM
JCAP,1744-6171,Journal of Child and Adolescent Psychiatric Nursing,2500,1667,2083,,,,,JCAP
JCPP,1469-7610,Journal of Child Psychology and Psychiatry,3800,2533,3167,,,,,JCPP
JCA,1098-1101,Journal of Clinical Apheresis,3400,2250,2850,,,,,JCA
JOCN,1365-2702,Journal of Clinical Nursing,4100,2750,3400,,,,,JOCN
JCPE,1600-051X,Journal of Clinical Periodontology,4300,2850,3600,,,,,JCPE
JCPH,1552-4604,Journal of Clinical Pharmacology,3300,2200,2750,,,,,JCPH
JCPT,1365-2710,Journal of Clinical Pharmacy and Therapeutics,3200,2150,2650,,,,,JCPT
JCLP,1097-4679,Journal of Clinical Psychology,3000,2000,2500,,,,,JCLP
JCU,1097-0096,Journal of Clinical Ultrasound,2900,1950,2400,,,,,JCU
JOCC,2161-1882,Journal of College Counseling,2500,1650,2100,,,,,JOCC
JCD,1520-6610,Journal of Combinatorial Designs,2500,1667,2083,,,,,JCD
CASP,1099-1298,Journal of Community & Applied Social Psychology,2800,1867,2333,,,,,CASP
JCOP,1520-6629,Journal of Community Psychology,2800,1867,2333,,,,,JCOP
JCC,1096-987X,Journal of Computational Chemistry,4300,2867,3583,,,,,JCC
JCAL,1365-2729,Journal of Computer Assisted Learning,3200,2133,2667,,,,,JCAL
JOCA,1745-6606,Journal of Consumer Affairs,2750,1800,2300,,,,,JOCA
CB,1479-1838,Journal of Consumer Behaviour,2500,1667,2083,,,,,CB
JCPY,1532-7663,Journal of Consumer Psychology,3100,2050,2600,,,,,JCPY
JCCM,1468-5973,Journal of Contingencies and Crisis Management,2500,1667,2083,,,,,JCCM
JCAF,1097-0053,Journal of Corporate Accounting & Finance,3000,2000,2500,,,,,JCAF
JOCD,1473-2165,Journal of Cosmetic Dermatology,3500,2350,2900,,,,,JOCD
JCAD,1556-6676,Journal of Counseling & Development,2500,1650,2100,,,,,JCAD
CUP,1600-0560,Journal of Cutaneous Pathology,3100,2067,2583,,,,,CUP
JDD,1930-7837,Journal of Dental Education,3000,2000,2500,,,,,JDD
JDB,1753-0407,Journal of Diabetes,3000,2000,2500,,,,,JDB
CDD,1751-2980,Journal of Digestive Diseases,2900,1933,2417,,,,,CDD
JEC,1365-2745,Journal of Ecology,3000,2000,2500,2250,1500,1875,,JEC
JOES,1467-6419,Journal of Economic Surveys,3100,2050,2600,,,,,JOES
JEMS,1530-9134,Journal of Economics & Management Strategy,2800,1867,2333,,,,,JEMS
JEDM,1745-3984,Journal of Educational Measurement,2700,2150,2450,,,,,JEDM
JELS,1740-1461,Journal of Empirical Legal Studies,2750,1800,2300,,,,,JELS
JOEC,2161-1920,Journal of Employment Counseling,2500,1650,2100,,,,,JOEC
JEE,2168-9830,Journal of Engineering Education,3000,2000,2500,,,,,JEE
JEQ2,1435-0653,Journal of Environmental Quality,1000,800,900,,,,,JEQ2
JERD,1708-8240,Journal of Esthetic and Restorative Dentistry,3400,2250,2850,,,,,JERD
JEU,1550-7408,Journal of Eukaryotic Microbiology,3000,2000,2500,,,,,JEU
JEP,1365-2753,Journal of Evaluation in Clinical Practice,3800,2550,3150,,,,,JEP
JEBM,1756-5391,Journal of Evidence-Based Medicine,2500,1667,2083,,,,,JEBM
JEB,1420-9101,Journal of Evolutionary Biology,3000,2000,2500,1500,1000,1250,,JEB
JEZ,1932-5231,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,3900,2600,3250,,,,,JEZ
JEZ.B,1552-5015,Journal of Experimental Zoology Part B Molecular and Developmental Evolution,3000,2000,2500,,,,,JEZ.B
JFTR,1756-2589,Journal of Family Theory & Review,2500,1650,2100,,,,,JFTR
JOFT,1467-6427,Journal of Family Therapy,2900,1950,2400,,,,,JOFT
JOFO,1557-9263,Journal of Field Ornithology,3000,2000,2500,,,,,JOFO
ROB,1556-4967,Journal of Field Robotics,3900,2600,3250,,,,,ROB
JFB,1095-8649,Journal of Fish Biology,3300,2200,2750,,,,,JFB
JFD,1365-2761,Journal of Fish Diseases,4200,2800,3500,,,,,JFD
JFBC,1745-4514,Journal of Food Biochemistry,3000,2000,2500,,,,,JFBC
JFPE,1745-4530,Journal of Food Process Engineering,3100,2050,2600,,,,,JFPE
JFPP,1745-4549,Journal of Food Processing and Preservation,2900,1950,2400,,,,,JFPP
JFS,1745-4565,Journal of Food Safety,3300,2200,2750,,,,,JFS
JFDS,1750-3841,Journal of Food Science,3900,2600,3250,,,,,JFDS
FOR,1099-131X,Journal of Forecasting,2500,1667,2083,,,,,FOR
JFO,1556-4029,Journal of Forensic Sciences,3400,2250,2850,,,,,JFO
JGH,1440-1746,Journal of Gastroenterology and Hepatology,4000,2667,3333,,,,,JGH
JGC4,1573-3599,Journal of Genetic Counseling,3000,2000,2500,,,,,JGC4
JGRD,2169-8996,Journal of Geophysical Research: Atmospheres,3600,2571,3086,,,,,JGRD
JGRG,2169-8961,Journal of Geophysical Research: Biogeosciences,3600,2571,3086,,,,,JGRG
JGRF,2169-9011,Journal of Geophysical Research: Earth Surface,3600,2571,3086,,,,,JGRF
JGRC,2169-9291,Journal of Geophysical Research: Oceans,3600,2571,3086,,,,,JGRC
JGRE,2169-9100,Journal of Geophysical Research: Planets,3600,2571,3086,,,,,JGRE
JGRB,2169-9356,Journal of Geophysical Research: Solid Earth,3600,2571,3086,,,,,JGRB
JGRA,2169-9402,Journal of Geophysical Research: Space Physics,3600,2571,3086,,,,,JGRA
JGT,1097-0118,Journal of Graph Theory,3600,2400,3000,,,,,JGT
JHRM,2040-0861,Journal of Healthcare Risk Management,3000,2000,2500,,,,,JHRM
JHBP,1868-6982,Journal of Hepato-Biliary-Pancreatic Sciences,3700,2450,3100,,,,,JHBP
JHET,1943-5193,Journal of Heterocyclic Chemistry,2500,1667,2083,,,,,JHET
JOHS,1467-6443,Journal of Historical Sociology,2500,1667,2083,,,,,JOHS
JHN,1365-277X,Journal of Human Nutrition and Dietetics,3400,2267,2833,,,,,JHN
JIEC,1530-9290,Journal of Industrial Ecology,3000,2000,2500,,,,,JIEC
JIMD,1573-2665,Journal of Inherited Metabolic Disease,3000,2000,2500,,,,,JIMD
JIPB,1744-7909,Journal of Integrative Plant Biology,2500,1500,2000,,,,,JIPB
JIR,1365-2788,Journal of Intellectual Disability Research,3300,2200,2750,,,,,JIR
JOID,1939-1668,Journal of Interior Design,2500,1650,2100,,,,,JOID
JOIM,1365-2796,Journal of Internal Medicine,4200,2800,3500,,,,,JOIM
JID,1099-1328,Journal of International Development,2700,1800,2250,,,,,JID
JIFM,1467-646X,Journal of International Financial Management & Accounting,2500,1667,2083,,,,,JIFM
JIP,1544-4767,Journal of Investigative Psychology and Offender Profiling,2500,1667,2083,,,,,JIP
JLCR,1099-1344,Journal of Labelled Compounds and Radiopharmaceuticals,3300,2200,2750,,,,,JLCR
JLCA,1935-4940,Journal of Latin American & Caribbean Anthropology,3000,2000,2500,,,,,JLCA
JOLS,1467-6478,Journal of Law and Society,2800,1850,2350,,,,,JOLS
JLS,1935-262X,Journal of Leadership Studies,3000,2000,2500,,,,,JLS
JLSE,1744-1722,Journal of Legal Studies Education,2500,1650,2100,,,,,JLSE
JLB,1938-3673,Journal of Leukocyte Biology,2800,2150,2550,,,,,JLB
JOLA,1548-1395,Journal of Linguistic Anthropology,3000,2000,2500,,,,,JOLA
JMRI,1522-2586,Journal of Magnetic Resonance Imaging,3500,2500,3000,2625,1625,2125,,JMRI
JOMS,1467-6486,Journal of Management Studies,3300,2200,2750,,,,,JOMS
JMFT,1752-0606,Journal of Marital and Family Therapy,2500,1650,2100,,,,,JMFT
JOMF,1741-3737,Journal of Marriage and Family,3100,2050,2600,,,,,JOMF
JMS,1096-9888,Journal of Mass Spectrometry,3700,2467,3083,,,,,JMS
ARA,1754-9485,Journal of Medical Imaging and Radiation Oncology,2700,1800,2250,,,,,ARA
JMP,1600-0684,Journal of Medical Primatology,2900,1950,2400,,,,,JMP
JMV,1096-9071,Journal of Medical Virology,3750,2500,3100,,,,,JMV
JMG,1525-1314,Journal of Metamorphic Geology,3800,2550,3150,,,,,JMG
JMI,1365-2818,Journal of Microscopy,4300,2867,3583,,,,,JMI
JMWH,1542-2011,Journal of Midwifery & Women's Health,3300,2200,2750,,,,,JMWH
JMR,1099-1352,Journal of Molecular Recognition,3300,2200,2750,,,,,JMR
JMCB,1538-4616,"Journal of Money, Credit and Banking",3000,2000,2500,,,,,JMCB
JMOR,1097-4687,Journal of Morphology,3400,2250,2850,,,,,JMOR
MCDA,1099-1360,Journal of Multi-Criteria Decision Analysis,2500,1667,2083,,,,,MCDA
JMCD,2161-1912,Journal of Multicultural Counseling and Development,2500,1650,2100,,,,,JMCD
JNC,1471-4159,Journal of Neurochemistry,3950,2650,3300,1000,667,833,,JNC
JNE,1365-2826,Journal of Neuroendocrinology,3900,2600,3250,2600,1733,2166,,JNE
JON,1552-6569,Journal of Neuroimaging,3300,2200,2750,,,,,JON
JNP,1748-6653,Journal of Neuropsychology,2750,1850,2300,,,,,JNP
JNR,1097-4547,Journal of Neuroscience Research,3950,2650,3300,,,,,JNR
JONM,1365-2834,Journal of Nursing Management,4050,2700,3400,,,,,JONM
JNU,1547-5069,Journal of Nursing Scholarship,2650,1350,2000,,,,,JNU
JOG,1447-0756,Journal of Obstetrics and Gynaecology Research,2970,2000,2500,,,,,JOG
JOOP,2044-8325,Journal of Occupational and Organizational Psychology,3000,2000,2500,,,,,JOOP
JOOM,1873-1317,Journal of Operations Management,3000,2000,2500,,,,,JOOM
JOP,1600-0714,Journal of Oral Pathology & Medicine,3500,2333,2917,,,,,JOP
JOOR,1365-2842,Journal of Oral Rehabilitation,3950,2650,3300,,,,,JOOR
JOB,1099-1379,Journal of Organizational Behavior,3200,2133,2667,,,,,JOB
JOR,1554-527X,Journal of Orthopaedic Research ®,3600,2400,3000,,,,,JOR
JPC,1440-1754,Journal of Paediatrics and Child Health,3300,2200,2750,,,,,JPC
JPEN,1941-2444,Journal of Parenteral and Enteral Nutrition,3300,2200,2750,2000,1333,1667,,JPEN
PSC,1099-1387,Journal of Peptide Science,3500,2333,2917,,,,,PSC
JRE,1600-0765,Journal of Periodontal Research,3700,2450,3100,,,,,JRE
JPER,1943-3670,Journal of Periodontology,3600,2400,3000,2000,1333,1667,,JPER
JOPY,1467-6494,Journal of Personality,3000,2000,2500,,,,,JOPY
JPG,1747-5457,Journal of Petroleum Geology,2750,1800,2300,,,,,JPG
JPPR,2055-2335,Journal of Pharmacy Practice and Research,2500,1667,2083,,,,,JPPR
JOPE,1467-9752,Journal of Philosophy of Education,2750,1800,2300,,,,,JOPE
JPY,1529-8817,Journal of Phycology,3300,2200,2750,,,,,JPY
POC,1099-1395,Journal of Physical Organic Chemistry,3300,2200,2750,,,,,POC
JPH,1439-0434,Journal of Phytopathology,2900,1933,2417,,,,,JPH
JPI,1600-079X,Journal of Pineal Research,3800,2533,3167,,,,,JPI
JPLN,1522-2624,Journal of Plant Nutrition and Soil Science,3500,2350,2900,,,,,JPLN
PLR2,1940-3496,Journal of Plant Registrations,1000,800,900,,,,,PLR2
PAM,1520-6688,Journal of Policy Analysis and Management,3300,2200,2750,,,,,PAM
JPPI,1741-1130,Journal of Policy and Practice In Intellectual Disabilities,2500,1650,2100,,,,,JPPI
POL,2642-4169,Journal of Polymer Science,3200,2150,2650,,,,,POL
JPIM,1540-5885,Journal of Product Innovation Management,3000,2000,2500,,,,,JPIM
JOPR,1532-849X,Journal of Prosthodontics,3000,2000,2500,,,,,JOPR
JPM,1365-2850,Journal of Psychiatric and Mental Health Nursing,3600,2400,3000,,,,,JPM
PA,1479-1854,Journal of Public Affairs,2500,1667,2083,,,,,PA
JPET,1467-9779,Journal of Public Economic Theory,2600,1750,2150,,,,,JPET
JPHD,1752-7325,Journal of Public Health Dentistry,3100,2067,2583,,,,,JPHD
JQS,1099-1417,Journal of Quaternary Science,3750,2500,3100,,,,,JQS
JRS,1097-4555,Journal of Raman Spectroscopy,4300,2850,3600,,,,,JRS
JORS,1467-9787,Journal Of Regional Science,3100,2067,2583,,,,,JORS
JORE,1467-9795,Journal of Religious Ethics,2500,1650,2100,,,,,JORE
JORH,1467-9809,Journal of Religious History,2500,1667,2083,,,,,JORH
JORC,1755-6686,Journal of Renal Care,2500,1650,2100,,,,,JORC
JRIR,1467-9817,Journal of Research in Reading,3000,2000,2500,,,,,JRIR
TEA,1098-2736,Journal of Research in Science Teaching,3300,2200,2750,,,,,TEA
JRS3,1471-3802,Journal of Research in Special Educational Needs,3000,2000,2500,,,,,JRS3
JORA,1532-7795,Journal of Research On Adolescence,3100,2050,2600,,,,,JORA
JORI,1539-6975,Journal of Risk and Insurance,3000,2000,2500,,,,,JORI
JOSH,1746-1561,Journal of School Health,3000,2000,2500,,,,,JOSH
JOSS,1745-459X,Journal of Sensory Studies,3500,2300,2950,,,,,JOSS
JSSC,1615-9314,Journal of Separation Science,3500,2333,2917,,,,,JSSC
JSR,1365-2869,Journal of Sleep Research,3500,2333,2917,1000,667,834,,JSR
JSAP,1748-5827,Journal of Small Animal Practice,3400,2250,2850,,,,,JSAP
JOSI,1540-4560,Journal of Social Issues,3000,2000,2500,,,,,JOSI
JOSP,1467-9833,Journal of Social Philosophy,2500,1667,2083,,,,,JOSP
JOSL,1467-9841,Journal of Sociolinguistics,3100,2050,2600,,,,,JOSL
SMR,2047-7481,Journal of Software: Evolution and Process,3300,2200,2750,,,,,SMR
JSCH,1540-5818,Journal of Supreme Court History,2500,1667,2083,,,,,JSCH
JSCM,1745-493X,Journal of Supply Chain Management,3000,2000,2500,,,,,JSCM
JSDE,1558-9293,Journal of Surfactants and Detergents,3000,2000,2500,,,,,JSDE
JSO,1096-9098,Journal of Surgical Oncology,4200,2800,3500,,,,,JSO
JSY,1600-5775,Journal of Synchrotron Radiation,3750,2950,3400,1500,1122,1270,,JSY
JSE,1674-4918,Journal of Systematics and Evolution,3000,2000,2500,,,,,JSE
JTXS,1745-4603,Journal of Texture Studies,3000,2000,2500,,,,,JTXS
JACE,1551-2916,Journal of the American Ceramic Society,3300,2200,2750,2805,1870,2337.5,,JACE
AOCS,1558-9331,Journal of The American Oil Chemists' Society,3000,2000,2500,,,,,AOCS
JAWR,1752-1688,Journal of the American Water Resources Association,3000,2000,2500,,,,,JAWR
ASI,2330-1643,Journal of the Association for Information Science and Technology,3000,2000,2500,,,,,ASI
JCCS,2192-6549,Journal of the Chinese Chemical Society,3000,2000,2500,,,,,JCCS
JDV,1468-3083,Journal of the European Academy of Dermatology and Venereology,3950,2650,3300,,,,,JDV
JEAB,1938-3711,Journal of the Experimental Analysis of Behavior,2500,1650,2100,,,,,JEAB
JHBS,1520-6696,Journal of the History of the Behavioral Sciences,3100,2067,2583,,,,,JHBS
JIB,2050-0416,Journal of the Institute of Brewing,3100,2050,2600,,,,,JIB
JLMS,1469-7750,Journal of the London Mathematical Society,3000,2000,2500,,,,,JLMS
JNS,1529-8027,Journal of the Peripheral Nervous System,3800,2550,3150,,,,,JNS
JRAI,1467-9655,Journal of the Royal Anthropological Institute,3600,2400,3000,,,,,JRAI
RSSA,1467-985X,Journal of the Royal Statistical Society: Series A (Statistics in Society),3000,2000,2500,,,,,RSSA
RSSB,1467-9868,Journal of the Royal Statistical Society: Series B (Statistical Methodology),3000,2000,2500,,,,,RSSB
RSSC,1467-9876,Journal of the Royal Statistical Society: Series C (Applied Statistics),3000,2000,2500,,,,,RSSC
JSFA,1097-0010,Journal of the Science of Food and Agriculture,4400,2950,3950,,,,,JSFA
JSID,1938-3657,Journal of the Society for Information Display,3000,2000,2500,,,,,JSID
JTS5,2475-0387,Journal of Theoretical Social Psychology,2500,1667,2083,,,,,JTS5
JTH,1538-7836,Journal of Thrombosis and Haemostasis,3500,2500,3000,3250,2321,2786,,JTH
JTSA,1467-9892,Journal of Time Series Analysis,3500,2350,2900,,,,,JTSA
TERM,1932-7005,Journal of Tissue Engineering and Regenerative Medicine,4200,2800,3500,,,,,TERM
TOPO,1753-8424,Journal of Topology,3000,2000,2500,,,,,TOPO
JTS,1573-6598,Journal of Traumatic Stress,2750,1800,2300,,,,,JTS
JUM,1550-9613,Journal of Ultrasound in Medicine,3400,2250,2850,,,,,JUM
JVS,1654-1103,Journal of Vegetation Science,3800,2533,3167,,,,,JVS
VEC,1476-4431,Journal of Veterinary Emergency and Critical Care,2500,1650,2100,,,,,VEC
JVP,1365-2885,Journal of Veterinary Pharmacology and Therapeutics,4000,2650,3350,,,,,JVP
VNL,1548-0585,Journal of Vinyl & Additive Technology,3300,2200,2750,,,,,VNL
JVH,1365-2893,Journal of Viral Hepatitis,4100,2733,3417,,,,,JVH
JZS,1439-0469,Journal of Zoological Systematics and Evolutionary Research,3700,2450,3100,,,,,JZS
JZO,1469-7998,Journal of Zoology,3600,2400,3000,,,,,JZO
JFCJ,1755-6988,Juvenile and Family Court Journal,2500,1650,2100,,,,,JFCJ
KPM,1099-1441,Knowledge and Process Management,2500,1667,2083,,,,,KPM
KYKL,1467-6435,Kyklos,2900,1950,2400,,,,,KYKL
LABR,1467-9914,LABOUR,2500,1667,2083,,,,,LABR
LRE,1440-1770,"Lakes & Reservoirs: Science, Policy and Management for Sustainable Use",2500,1667,2083,,,,,LRE
LDR,1099-145X,Land Degradation and Development,4500,3000,3750,,,,,LDR
LNC3,1749-818X,Language & Linguistics Compass,2500,1667,2083,,,,,LNC3
LANG,1467-9922,Language Learning,3300,2200,2750,,,,,LANG
LPOR,1863-8899,Laser & Photonics Reviews,4200,2800,3500,,,,,LPOR
LSM,1096-9101,Lasers in Surgery and Medicine,4100,2750,3400,,,,,LSM
LAMP,2041-7373,Latin American Policy,2500,1650,2100,,,,,LAMP
LAPO,1467-9930,Law & Policy,2900,1900,2450,,,,,LAPO
LASR,1540-5893,Law & Society Review,2500,1650,2100,,,,,LASR
LTL,1531-5355,Leader to Leader,2500,1950,2170,,,,,LTL
LEAP,1741-4857,Learned Publishing,2900,1932,2257,2100,1400,1900,,LEAP
LDRP,1540-5826,Learning Disabilities Research & Practice,2500,1650,2100,,,,,LDRP
LCRP,2044-8333,Legal and Criminological Psychology,3100,2050,2600,,,,,LCRP
LSQ,1939-9162,Legislative Studies Quarterly,2600,1700,2200,,,,,LSQ
LET,1502-3931,Lethaia,3300,2200,2750,,,,,LET
LAM,1472-765X,Letters In Applied Microbiology,3400,2250,2850,,,,,LAM
LNO,1939-5590,Limnology and Oceanography,2500,1500,2000,1950,1170,1560,,LNO
LOB,1539-6088,Limnology and Oceanography Bulletin,2500,1500,2000,1950,1320,1760,,LOB
LOM3,1541-5856,Limnology and Oceanography: Methods,2500,1500,2000,1950,1170,1560,,LOM3
LIPD,1558-9307,Lipids,3000,2000,2500,,,,,LIPD
LIT,1741-4369,Literacy,3000,2000,2500,,,,,LIT
LIC3,1741-4113,Literature Compass,2500,1667,2083,,,,,LIC3
LIV,1478-3231,Liver International,4100,2733,3417,,,,,LIV
LT,1527-6473,Liver Transplantation,1800,1300,1700,,,,,LT
LS,1557-6833,Lubrication Science,3600,2400,3000,,,,,LS
BIO,1522-7243,Luminescence: The Journal of Biological and Chemical Luminescence,2900,1950,2400,,,,,BIO
LUTS,1757-5672,LUTS,2750,1850,2300,,,,,LUTS
MABI,1616-5195,Macromolecular Bioscience,4200,2800,3500,,,,,MABI
MACP,1521-3935,Macromolecular Chemistry and Physics,3800,2550,3150,,,,,MACP
MAME,1439-2054,Macromolecular Materials and Engineering,3800,2550,3150,,,,,MAME
MARC,1521-3927,Macromolecular Rapid Communications,3900,2600,3250,,,,,MARC
MREN,1862-8338,Macromolecular Reaction Engineering,3800,2550,3150,,,,,MREN
MASY,1521-3900,Macromolecular Symposia,3800,2550,3150,,,,,MASY
MATS,1521-3919,Macromolecular Theory and Simulations,3800,2550,3150,,,,,MATS
MRC,1097-458X,Magnetic Resonance in Chemistry,3900,2600,3250,,,,,MRC
MRM,1522-2594,Magnetic Resonance in Medicine,3500,2500,3000,2625,1875,2250,,MRM
MAM,1365-2907,Mammal Review,3000,2000,2500,,,,,MAM
MDE,1099-1468,Managerial and Decision Economics,2500,1667,2083,,,,,MDE
MAEC,1439-0485,Marine Ecology,3100,2067,2583,,,,,MAEC
MMS,1748-7692,Marine Mammal Science,3000,2000,2500,,,,,MMS
MAS,1098-2787,Mass Spectrometry Reviews,4000,2667,3333,,,,,MAS
MDP2,2577-6576,Material Design & Processing Communications,2500,1926,2295,,,,,MDP2
MACO,1521-4176,Materials and Corrosion,3700,2467,3083,,,,,MACO
MAWE,1521-4052,Materialwissenschaft und Werkstofftechnik,3000,2000,2500,,,,,MAWE
MAFI,1467-9965,Mathematical Finance,3200,2150,2650,,,,,MAFI
MALQ,1521-3870,Mathematical Logic Quarterly,2500,1667,2083,,,,,MALQ
MMA,1099-1476,Mathematical Methods in the Applied Sciences,3700,2450,3100,,,,,MMA
MANA,1522-2616,Mathematische Nachrichten,2500,1667,2083,,,,,MANA
MTK,2041-7942,Mathematika,3000,2300,2600,,,,,MTK
MVE,1365-2915,Medical and Veterinary Entomology,3600,2400,3000,,,,,MVE
MAQ,1548-1387,Medical Anthropology Quarterly,3000,2000,2500,,,,,MAQ
MDS3,2573-802X,Medical Devices & Sensors,3000,2000,2500,,,,,MDS3
MEDU,1365-2923,Medical Education,4300,2867,3583,,,,,MEDU
MJA2,1326-5377,Medical Journal of Australia,2500,1870,2115,,,,,MJA2
MP,2473-4209,Medical Physics,2950,1950,2450,,,,,MP
MED,1098-1128,Medicinal Research Reviews,3950,2650,3300,,,,,MED
META,1467-9973,Metaphilosophy,2500,1667,2083,,,,,META
MAPS,1945-5100,Meteoritics & Planetary Science,3000,2350,2700,,,,,MAPS
MEE3,2041-210X,Methods in Ecology and Evolution,3000,2000,2500,2250,1500,1875,,MEE3
MECA,1467-999X,Metroeconomica,2900,1950,2400,,,,,MECA
MIM,1348-0421,Microbiology and Immunology,2700,1800,2250,2160,1440,1800,,MIM
MICC,1549-8719,Microcirculation,3300,2200,2750,,,,,MICC
JEMT,1097-0029,Microscopy Research and Technique,3100,2067,2583,,,,,JEMT
MICR,1098-2752,Microsurgery,3300,2200,2750,,,,,MICR
MOP,1098-2760,Microwave and Optical Technology Letters,2900,1950,2400,,,,,MOP
MEPO,1475-4967,Middle East Policy,3000,2000,2500,,,,,MEPO
MILT,1094-348X,Milton Quarterly,2500,1667,2083,,,,,MILT
MILA,1468-0017,Mind & Language,3200,2133,2667,,,,,MILA
MBE,1751-228X,"Mind, Brain, and Education",2900,1950,2400,,,,,MBE
MLR,1468-2230,Modern Law Review,3000,2000,2500,,,,,MLR
MOTH,1468-0025,Modern Theology,2500,1667,2083,,,,,MOTH
MC,1098-2744,Molecular Carcinogenesis,4000,2650,3350,,,,,MC
MEC,1365-294X,Molecular Ecology,4250,3200,3700,,,,,MEC
MEN,1755-0998,Molecular Ecology Resources,4300,2850,3600,,,,,MEN
MINF,1868-1751,Molecular Informatics,3300,2200,2750,,,,,MINF
MMI,1365-2958,Molecular Microbiology,3250,2321,2786,,,,,MMI
MNFR,1613-4133,Molecular Nutrition & Food Research,4200,2800,3500,,,,,MNFR
OMI,2041-1014,Molecular Oral Microbiology,3700,2467,3083,,,,,OMI
MRD,1098-2795,Molecular Reproduction & Development,3600,2400,3000,,,,,MRD
MONO,1540-5834,Monographs of the Society for Research in Child Development,2500,1667,2083,,,,,MONO
MDS,1531-8257,Movement Disorders,3300,2200,2750,,,,,MDS
MDC3,2330-1619,Movement Disorders Clinical Practice(Electronic),2500,1650,2100,,,,,MDC3
MUS,1097-4598,Muscle & Nerve,3750,2500,3100,,,,,MUS
MSC,1557-0681,Musculoskeletal Care,2500,1667,2083,,,,,MSC
MUAN,1548-1379,Museum Anthropology,3000,2000,2500,,,,,MUAN
MUSA,1468-2249,Music Analysis,2500,1650,2100,,,,,MUSA
MYC,1439-0507,Mycoses,4100,2750,3400,,,,,MYC
NANA,1469-8129,Nations and Nationalism,2750,1850,2300,,,,,NANA
NARF,1477-8947,Natural Resources Forum,2500,1650,2100,,,,,NARF
NSE2,2168-8281,Natural Sciences Education,1000,800,900,,,,,NSE2
NAV,1520-6750,Naval Research Logistics,2700,1800,2250,,,,,NAV
NAVI,2161-4296,Navigation,3000,2000,2700,,,,,NAVI
NSG,1873-0604,Near Surface Geophysics,2500,1850,2100,,,,,NSG
NEJO,1571-9979,Negotiation Journal,2500,1650,2100,,,,,NEJO
NEP,1440-1797,Nephrology,3600,2400,3000,,,,,NEP
NET,1097-0037,Networks,2750,1850,2300,,,,,NET
NMO,1365-2982,Neurogastroenterology & Motility,4100,2750,3400,,,,,NMO
NCN3,2049-4173,Neurology and Clinical Neuroscience,2500,1667,2083,,,,,NCN3
NER,1525-1403,Neuromodulation,4100,2750,3400,,,,,NER
NEUP,1440-1789,Neuropathology,3000,2000,2500,,,,,NEUP
NAN,1365-2990,Neuropathology and Applied Neurobiology,3300,2200,2750,,,,,NAN
NAU,1520-6777,Neurourology and Urodynamics,4100,2733,3417,,,,,NAU
NBFR,1741-2005,New Blackfriars,2500,1650,2100,,,,,NBFR
ACE,1536-0717,New Directions for Adult and Continuing Education,3000,2000,2500,,,,,ACE
CAD,1534-8687,New Directions for Child and Adolescent Development,3000,2000,2500,,,,,CAD
CC,1536-0733,New Directions for Community Colleges,3000,2000,2500,,,,,CC
EV,1534-875X,New Directions for Evaluation,3000,2000,2500,,,,,EV
HE,1536-0741,New Directions for Higher Education,3000,2000,2500,,,,,HE
IR,1536-075X,New Directions for Institutional Research,3000,2000,2500,,,,,IR
YD,2373-3357,New Directions for Student Leadership,3000,2500,2000,,,,,YD
SS,1536-0695,New Directions for Student Services,3000,2000,2500,,,,,SS
