Journal Code,Journal,Ownership Structure,Current Price (USD),Current Price (GBP),Current Price (EUR),Current Price (USD).1,Current Price (GBP).1,Current Price (EUR).1,APC Change 2021 - 2020 (US $),APC Change 2021 - 2020 (%),Subject / Business Unit,Base Price,Impact Factor Percentile,Impact Factor Percentile (Round),Price Adjustment,Price Check,Is this journal considered to be 'slow' in publication?,Price Adjustment 2,Price Check 2,No. of Open Access Articles,Price Adjustment 3,Price Check 3,Competitor Analysis,Score,Price Adjustment 4,Final Adjustment 5,Maximum/Minimum Price Rule,Price Change,Price Decrease Rule,Price change limit,Limited % Price change,Is this journal considered to be 'Prestigious'?,Price Adjustment Prestigious ,Subscription Revenue per article,Subscription Revenue difference,Price Adjustment Subscription,Corporate Revenue,Price Adjustment Corporate,Final Price (USD),Final Price (GBP),Final Price (EUR),Price Change Final,Percentage Change,% category,Increase/Decrease?,Will price change be implemented?,Inflation Adjusted price,Round Inflation Adjusted Price,Round Inflation Adjusted Price (GBP),Round Inflation Adjusted Price (EUR),Current Gross Revenue,New Gross Revenue,Current Revenue,New Revenue,Current Revenue per article (Discounted),New Revenue per article (discounted),Subject Article Growth,Natural Market Volume Growth,Market Growth Revenue,% Price Change,Price Elasticity,Volume Change,New Volume,New Discounted Revenue ,Revenue Change,u,% Revenue Change,Credit Card Discount Volume Uptake,Remaining Volume,Credit Card Discount Revenue,Revenue per article,Credit Card Revenue,Remaining Revenue,Total Surcharge Revenue,China Revenue,Revenue per article.1,China New Revenue,Revenue change,Min 2%,Difference
JAAL,Journal of Adolescent & Adult Literacy,N-Society Owned,2600.0,1750.0,2150.0,2600,1750.0,2150,0.0,0.0,SSH,2750,0.44099999999999995,0.4,300,3050,No,0,3050,4,-500,2550,No direct competitors,0,2550,2550,2550,-50,2600,2652,0.02,No,0,2410.076472756509,-189.9235272434912,0,782.2079976380951,0,2650,1800,2200,50,0.02,1-2%,Increase,Yes,2650,2650,1800,2200,10400,10600,9804.327440000001,11943.453426909091,2451.0818600000002,2985.8633567272727,0.1,4.4,10784.760184000002,0.019230769230769232,0.0,0.0,4.4,13137.798769600002,3333.471329600001,,0.3400000000000001,1.9360000000000002,2.4640000000000004,12121.713925818181,3030.4284814545454,5866.9095400960005,7357.167310976001,13224.076851072,11943.453426909091,2985.8633567272727,13137.798769600002,2139.12598690909,208.0,-1931.12598690909
JABA,Journal of Applied Behavior Analysis,N-Society Owned,2500.0,1650.0,2100.0,2600,1700.0,2200,100.0,0.04,SSH,2750,0.868,0.9,900,3650,No,0,3650,8,0,3650,No direct competitors,0,3650,3650,3650,1050,3700,3774,0.45153846153846156,No,0,910.1612875158729,-2789.838712484127,0,0.0,0,3750,2450,3150,1150,0.44,over 40%,Increase,Yes,3750,3750,2450,3150,20800,30000,25817.40225,26540.97728125,3227.17528125,3317.62216015625,0.1,8.8,28399.142475,0.4423076923076923,-0.2,-0.08846153846153847,8.021538461538462,26612.433758545678,795.0315085456787,,0.03079440374546896,3.529476923076923,4.492061538461539,24129.5523125,3016.1940390625,10645.58725639327,14902.96290478558,25548.55016117885,26653.47728125,3331.68466015625,26725.23664316106,723.5750312500022,416.0,-307.5750312500022
JAC,Journal of Agronomy and Crop Science,O-Proprietary Owned,3600.0,2400.0,3000.0,3600,2400.0,3000,0.0,0.0,Life Sci,3250,0.20599999999999996,0.2,-100,3150,No,0,3150,1,-500,2650,No direct competitors,0,2650,2650,2650,-950,3600,3672,0.02,No,0,9115.276001025,5515.276001025,Subscription revenue considerably higher than APC - please review,0.0,0,3650,2400,3050,50,0.01,1-2%,Increase,Yes,3650,3650,2450,3050,3600,3650,2478.77,3650.0,2478.77,3650.0,0.1,1.1,2726.6470000000004,0.013888888888888888,0.0,0.0,1.1,4015.0000000000005,1536.2300000000005,,0.619754959112786,0.48400000000000004,0.6160000000000001,0.0,0.0,0.0,2248.4000000000005,2248.4000000000005,0.0,0.0,0.0,1171.23,72.0,-1099.23
JAC5,JACCP:  Journal of the American College of Clinical Pharmacy,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Health Sci,3250,None,None,-500,2750,No,0,2750,2,-500,2250,No direct competitors,0,2250,2250,2250,-750,3000,3060,0.02,No,0,4969.920393476191,1969.9203934761908,0,0.0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,6000,6100,4957.54,6900.0,2478.77,3450.0,0.1,2.2,5453.294000000001,0.016666666666666666,0.0,0.0,2.2,7590.000000000001,2632.460000000001,,0.5310012627230443,0.9680000000000001,1.2320000000000002,0.0,0.0,0.0,4250.400000000001,4250.400000000001,0.0,0.0,0.0,1942.46,120.0,-1822.46
JACC,The Journal of American Culture,O-Proprietary Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.41600000000000004,0.4,300,3050,No,0,3050,9,0,3050,No direct competitors,0,3050,3050,3050,550,3100,3162,0.2648,No,0,3881.865559207693,781.865559207693,0,0.0,0,3150,2100,2650,650,0.26,26-30%,Increase,Yes,3150,3150,2100,2650,22500,28350,20933.44321,22843.557144655173,2325.9381344444446,2538.173016072797,0.1,9.9,23026.787531,0.26,-0.1,-0.026000000000000002,9.6426,24474.587124783553,3541.1439147835517,,0.16916203795331344,4.242744,5.399856,2980.736079310345,331.19289770114943,1405.1666795641656,13705.76878987879,15110.935469442955,2931.0571446551726,325.67301607279694,3140.3346247835516,1910.1139346551718,450.0,-1460.1139346551718
JACE,Journal of the American Ceramic Society,N-Society Owned,3000.0,2000.0,2500.0,3300,2200.0,2750,300.0,0.1,Physical Sci,3500,0.6910000000000001,0.7,700,4200,No,0,4200,7,0,4200,No direct competitors,0,4200,4200,4200,900,4200,4284,0.29818181818181816,No,0,12865.354627674998,8665.354627674998,Subscription revenue considerably higher than APC - please review,0.0,0,4300,2850,3600,1000,0.3,26-30%,Increase,Yes,4300,4300,2850,3600,23100,30100,15130.0,16927.5,2161.4285714285716,2418.214285714286,0.1,7.700000000000001,16643.000000000004,0.30303030303030304,-0.2,-0.06060606060606061,7.233333333333335,17491.750000000004,2361.7500000000036,,0.15609715796430956,3.1826666666666674,4.050666666666668,3100.0,442.85714285714283,1409.466666666667,9795.380000000005,11204.846666666672,3050.0,435.7142857142857,3151.6666666666674,1797.5,462.0,-1335.5
JACF,Journal of Applied Corporate Finance,N-Society Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.836,0.8,800,3550,No,0,3550,6,0,3550,No direct competitors,0,3550,3550,3550,1050,3600,3672,0.4688,No,0,5938.251454592593,2338.2514545925933,Subscription revenue considerably higher than APC - please review,51.037199617283946,0,3650,2400,3050,1150,0.46,over 40%,Increase,Yes,3650,3650,2400,3050,15000,21900,17459.3455,23536.855941176473,2909.8909166666667,3922.8093235294123,0.1,6.6000000000000005,19205.28005,0.46,-0.2,-0.09200000000000001,5.992800000000001,23508.611714047063,6049.266214047064,,0.3464772613639534,2.6368320000000005,3.3559680000000003,8896.820213235294,1482.803368872549,3909.9033727509423,13164.822559866356,17074.725932617297,8796.85594117647,1466.142656862745,8786.29971404706,6077.510441176473,300.0,-5777.510441176473
JAD,Journal of Adolescence,N-Society Owned,,,,3000,2300.0,2550,,,SSH,2750,None,None,-500,2250,No,0,2250,146,500,2750,No direct competitors,0,2750,2750,2750,-250,3000,3060,0.02,No,0,,,,,,3050,2350,2600,50,0.02,1-2%,Increase,Yes,3050,3050,2350,2600,438000,445300,427771.55,735093.26,2929.942123287671,5034.885342465754,0.1,160.60000000000002,470548.7050000001,0.016666666666666666,0.0,0.0,160.60000000000002,808602.5860000001,380831.03600000014,,0.8902673307750367,70.66400000000002,89.936,18982.556666666664,130.0175114155251,9187.557426666666,452817.44816,462005.0055866667,16586.699999999997,113.60753424657533,18245.37,307321.71,8760.0,-298561.71
JADE,International Journal of Art & Design Education,J-Joint Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.654,0.7,700,3450,No,0,3450,46,500,3950,No direct competitors,0,3950,3950,3950,1450,4000,4080,0.632,No,0,1127.0494705312499,-2872.95052946875,0,3163.027043564583,Corporate revenue exceeds,4100,2700,3450,1600,0.64,over 40%,Increase,Yes,4100,4100,2700,3450,115000,188600,156867.98627499994,162455.48247431507,3410.1736146739117,3531.6409233546756,0.1,50.6,172554.78490249993,0.64,-0.3,-0.192,40.884800000000006,144390.43282317126,-12477.553451828688,,-0.0795417455665856,17.989312,22.895488000000004,117311.55557397264,2550.25120812984,45877.26466142463,80858.64238097591,126735.90704240055,116267.98247431507,2527.5648363981536,103338.98282317125,5587.496199315123,2300.0,-3287.496199315123
JAE,Journal of Applied Econometrics,O-Proprietary Owned,3100.0,2050.0,2600.0,3100,2050.0,2600,0.0,0.0,SSH,2750,0.518,0.5,500,3250,No,0,3250,3,-500,2750,No direct competitors,0,2750,2750,2750,-350,3100,3162,0.02,No,0,14752.780999999999,11652.780999999999,Subscription revenue considerably higher than APC - please review,0.0,0,3150,2100,2650,50,0.02,1-2%,Increase,Yes,3150,3150,2100,2650,9300,9450,7900.0,8387.5,2633.3333333333335,2795.8333333333335,0.1,3.3000000000000003,8690.000000000002,0.016129032258064516,0.0,0.0,3.3000000000000003,9226.250000000002,1326.2500000000018,,0.16787974683544327,1.4520000000000002,1.848,0.0,0.0,0.0,5166.700000000001,5166.700000000001,0.0,0.0,0.0,487.5,186.0,-301.5
JAGE,Journal of Agricultural Economics,N-Society Owned,3600.0,2400.0,3000.0,3600,2400.0,3000,0.0,0.0,SSH,2750,0.28600000000000003,0.3,100,2850,No,0,2850,8,0,2850,No direct competitors,0,2850,2850,2850,-750,3600,3672,0.02,No,0,3374.7097916666667,-225.29020833333334,0,0.0,0,3650,2400,3050,50,0.01,1-2%,Increase,Yes,3650,3650,2450,3050,28800,29200,22239.28,26422.981333333333,2779.91,3302.8726666666666,0.1,8.8,24463.208000000002,0.013888888888888888,0.0,0.0,8.8,29065.27946666667,6825.999466666672,,0.306934373175151,3.8720000000000003,4.928000000000001,13835.135999999999,1729.3919999999998,6696.205824,16276.556501333336,22972.762325333337,13642.981333333333,1705.3726666666666,15007.279466666667,4183.701333333334,576.0,-3607.7013333333343
JAI,Journal of Applied Ichthyology,O-Proprietary Owned,2900.0,1933.0,2417.0,2900,1933.0,2417,0.0,0.0,Life Sci,3250,None,None,-500,2750,No,0,2750,11,0,2750,No direct competitors,0,2750,2750,2750,-150,2900,2958,0.02,No,0,14913.082118774193,12013.082118774193,Subscription revenue considerably higher than APC - please review,0.0,0,2950,1950,2450,50,0.02,1-2%,Increase,Yes,2950,2950,1950,2450,31900,32450,19736.1089885,25645.54060643,1794.1917262272727,2331.4127824027273,0.1,12.100000000000001,21709.719887350002,0.017241379310344827,0.0,0.0,12.100000000000001,28210.094667073005,8473.985678573004,,0.4293645562816205,5.324000000000001,6.776000000000001,8080.210786199999,734.5646169272727,3910.8220205208004,15797.653013560883,19708.475034081683,7945.5406064300005,722.3218733118182,8740.094667073,5909.43161793,638.0,-5271.43161793
JAM,Journal of Applied Microbiology,N-Society Owned,3600.0,2400.0,3000.0,3600,2400.0,3000,0.0,0.0,Life Sci,3250,None,None,-500,2750,No,0,2750,4,-500,2250,No direct competitors,0,2250,2250,2250,-1350,3600,3672,0.02,No,0,0.0,-3600.0,0,0.0,0,3650,2400,3050,50,0.01,1-2%,Increase,Yes,3650,3650,2450,3050,14400,14600,10452.77,10872.017786561264,2613.1925,2718.004446640316,0.1,4.4,11498.047000000002,0.013888888888888888,0.0,0.0,4.4,11959.219565217392,1506.4495652173919,,0.14411965107979913,1.9360000000000002,2.4640000000000004,2636.3636363636365,659.0909090909091,1276.0000000000002,6697.16295652174,7973.16295652174,2590.909090909091,647.7272727272727,2850.0000000000005,419.24778656126364,288.0,-131.24778656126364
JAN,Journal of Advanced Nursing,O-Proprietary Owned,4200.0,2800.0,3500.0,4300,2850.0,3600,100.0,0.023809523809523808,Health Sci,3250,0.945,0.9,900,4150,No,0,4150,18,0,4150,No direct competitors,0,4150,4150,4150,-150,4300,4386,0.02,No,0,8986.555554999999,4686.555554999999,Subscription revenue considerably higher than APC - please review,1.09831225,0,4400,2900,3650,100,0.02,1-2%,Increase,Yes,4400,4400,2900,3650,77400,79200,68889.6579925,72354.21599232558,3827.2032218055556,4019.67866624031,0.1,19.8,75778.62379175,0.023255813953488372,0.0,0.0,19.8,79589.63759155814,10699.979599058148,,0.15532055044057633,8.712,11.088000000000001,47366.42299223837,2631.4679440132427,22925.34872824337,44570.19705127256,67495.54577951593,46834.21599232558,2601.9008884625323,51517.637591558145,3464.5579998255853,1548.0,-1916.5579998255853
JANE,Journal of Animal Ecology,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Life Sci,3250,0.702,0.7,700,3950,No,0,3950,10,0,3950,No direct competitors,0,3950,3950,3950,950,4000,4080,0.36,No,0,5153.480136792683,1153.480136792683,0,0.0,0,4100,2750,3450,1100,0.37,36-40%,Increase,Yes,4100,4100,2750,3450,30000,41000,32746.352437499998,35286.0025,3274.63524375,3528.6002500000004,0.1,11.0,36020.98768125,0.36666666666666664,-0.2,-0.07333333333333333,10.193333333333333,35968.19854833334,3221.846110833343,,0.09838793853399672,4.4850666666666665,5.708266666666667,11427.07753125,1142.7077531250002,5125.1204532825,20142.19118706667,25267.31164034917,11286.0025,1128.60025,11504.198548333334,2539.6500625000044,600.0,-1939.6500625000044
JAOC,Journal of Addictions & Offender Counseling,N-Society Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.358,0.4,300,3050,No,0,3050,22,500,3550,No direct competitors,0,3550,3550,3550,1050,3600,3672,0.4688,No,0,1581.5734889252872,-2018.4265110747128,0,-12.953448505747126,0,3650,2400,3050,1150,0.46,over 40%,Increase,Yes,3650,3650,2400,3050,55000,80300,50182.508906,74489.63161885439,2281.0231320909093,3385.892346311563,0.1,24.200000000000003,55200.75979660001,0.46,-0.2,-0.09200000000000001,21.973600000000005,74400.24406091178,24217.735154911774,,0.4825931521334561,9.668384000000001,12.305216000000003,34411.05166156364,1564.1387118892562,15122.693695810696,41664.136674110596,56786.83036992129,33986.223863272724,1544.8283574214875,33945.440394636804,24307.122712854383,1100.0,-23207.122712854383
JAPP,Journal of Applied Philosophy,N-Society Owned,2900.0,1950.0,2400.0,2900,1950.0,2400,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,1,-500,1750,No direct competitors,0,1750,1750,1750,-1150,2900,2958,0.02,No,0,1825.204292244898,-1074.795707755102,0,0.0,0,2950,2000,2450,50,0.02,16-20%,Increase,Yes,2950,2950,2000,2450,2900,2950,2101.35555,3446.2231020000004,2101.35555,3446.2231020000004,0.1,1.1,2311.4911050000005,0.017241379310344827,0.0,0.0,1.1,3790.8454122000007,1689.4898622000005,,0.8040000000000002,0.48400000000000004,0.6160000000000001,3488.2502130000007,3488.2502130000007,1688.3131030920006,2122.8734308320004,3811.186533924001,3446.2231020000004,3446.2231020000004,3790.8454122000007,1344.8675520000002,58.0,-1286.8675520000002
JAR,Journal of Applied Research in Intellectual Disabilities,O-Proprietary Owned,3200.0,2150.0,2650.0,3500,2350.0,2900,300.0,0.09375,SSH,2750,None,None,-500,2250,No,0,2250,2,-500,1750,No direct competitors,0,1750,1750,1750,-1750,3500,3570,0.02,No,0,0.0,-3500.0,0,0.0,0,3550,2350,2950,50,0.01,1-2%,Increase,Yes,3550,3550,2400,2950,7000,7100,5629.0,6200.0,2814.5,3100.0,0.1,2.2,6191.900000000001,0.014285714285714285,0.0,0.0,2.2,6820.000000000001,1191.000000000001,,0.21158287440042653,0.9680000000000001,1.2320000000000002,0.0,0.0,0.0,3819.2000000000007,3819.2000000000007,0.0,0.0,0.0,571.0,140.0,-431.0
JASP,Journal of Applied Social Psychology,O-Proprietary Owned,2800.0,1850.0,2350.0,2800,1850.0,2350,0.0,0.0,SSH,2750,0.942,0.9,900,3650,No,0,3650,10,0,3650,No direct competitors,0,3650,3650,3650,850,3700,3774,0.34785714285714286,No,0,5878.89337560577,2178.8933756057704,Subscription revenue considerably higher than APC - please review,0.0,0,3750,2500,3150,950,0.34,31-35%,Increase,Yes,3750,3750,2500,3150,28000,37500,30840.9865,33378.1374125,3084.09865,3337.81374125,0.1,11.0,33925.08515,0.3392857142857143,-0.1,-0.03392857142857143,10.626785714285715,35470.23138246206,4629.244882462059,,0.15010041531784526,4.675785714285714,5.9510000000000005,3490.1878687500002,349.01878687500005,1631.9370576874555,19863.32957417875,21495.26663186621,3448.1374125,344.81374125,3664.2617396049113,2537.150912500001,560.0,-1977.1509125000011
JAT,Journal of Applied Toxicology,O-Proprietary Owned,3550.0,2350.0,2950.0,3550,2350.0,2950,0.0,0.0,Physical Sci,3500,None,None,-500,3000,No,0,3000,1,-500,2500,No direct competitors,0,2500,2500,2500,-1050,3600,3672,0.03436619718309859,No,0,0.0,-3600.0,0,0.0,0,3650,2400,3050,100,0.03,3-5%,Increase,Yes,3650,3650,2400,3050,3550,3650,2091.72777,3430.4335428,2091.72777,3430.4335428,0.1,1.1,2300.900547,0.028169014084507043,0.0,0.0,1.1,3773.47689708,1681.74912708,,0.804,0.48400000000000004,0.6160000000000001,3472.2680982,3472.2680982,1680.5777595288002,2113.1470623648,3793.7248218936,3430.4335428,3430.4335428,3773.47689708,1338.7057728,71.0,-1267.7057728
JAV,Journal of Avian Biology,N-Society Owned,2400.0,1200.0,1800.0,2650,1350.0,2000,250.0,0.10416666666666667,Life Sci,3250,None,None,-500,2750,No,0,2750,3,-500,2250,No direct competitors,0,2250,2250,2250,-400,2700,2754,0.03924528301886793,No,0,0.0,-2700.0,0,0.0,0,2750,1400,2100,100,0.04,16-20%,Increase,Yes,2750,2750,1400,2100,7950,8250,5359.5,10580.0,1786.5,3526.6666666666665,0.1,3.3000000000000003,5895.450000000001,0.03773584905660377,0.0,0.0,3.3000000000000003,11638.0,6278.5,,1.1714712193301613,1.4520000000000002,1.848,0.0,0.0,0.0,6517.28,6517.28,0.0,0.0,0.0,5220.5,159.0,-5061.5
JAWR,Journal of the American Water Resources Association,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Life Sci,3250,0.922,0.9,900,4150,No,0,4150,13,0,4150,No direct competitors,0,4150,4150,4150,1150,4200,4284,0.428,No,0,15552.077808219181,11352.077808219181,Subscription revenue considerably higher than APC - please review,0.0,0,4300,2850,3600,1300,0.43,over 40%,Increase,Yes,4300,4300,2850,3600,39000,55900,37670.25,40360.9375,2897.7115384615386,3104.6875,0.1,14.3,41437.275,0.43333333333333335,-0.2,-0.08666666666666667,13.060666666666668,40549.28854166667,2879.0385416666686,,0.07642738080226887,5.746693333333334,7.313973333333334,3300.0,253.84615384615384,1458.776,22707.601583333337,24166.37758333334,3250.0,250.0,3265.166666666667,2690.6875,780.0,-1910.6875
JBFA,Journal of Business Finance & Accounting,O-Proprietary Owned,2900.0,1950.0,2400.0,2900,1950.0,2400,0.0,0.0,SSH,2750,0.893,0.9,900,3650,No,0,3650,51,500,4150,No direct competitors,0,4150,4150,4150,1250,4200,4284,0.4772413793103448,No,0,2154.801404399324,-2045.198595600676,0,0.0,0,4300,2900,3550,1400,0.48,over 40%,Increase,Yes,4300,4300,2900,3550,147900,219300,148785.7225,198380.78992424242,2917.3671078431375,3889.819410279263,0.1,56.1,163664.29475000003,0.4827586206896552,-0.2,-0.09655172413793105,50.68344827586207,197149.46088333332,48363.738383333315,,0.3250563130029719,22.30071724137931,28.38273103448276,22634.134204545455,443.80655303030306,9897.204449,110403.69809466667,120300.90254366667,22373.97174242424,438.70532828282825,22235.098814367815,49595.067424242414,2958.0,-46637.067424242414
JBG,Journal of Animal Breeding and Genetics,O-Proprietary Owned,4000.0,2650.0,3350.0,4000,2650.0,3350,0.0,0.0,Health Sci,3250,0.862,0.9,900,4150,No,0,4150,4,-500,3650,No direct competitors,0,3650,3650,3650,-350,4000,4080,0.02,No,0,481.04072439699996,-3518.959275603,0,0.0,0,4100,2750,3450,100,0.03,3-5%,Increase,Yes,4100,4100,2750,3450,16000,16400,11975.0,16000.0,2993.75,4000.0,0.1,4.4,13172.500000000002,0.025,0.0,0.0,4.4,17600.0,5625.0,,0.4697286012526096,1.9360000000000002,2.4640000000000004,12150.0,3037.5,5880.6,9856.000000000002,15736.600000000002,13000.0,3250.0,14300.000000000002,4025.0,320.0,-3705.0
JBI,Journal of Biogeography,O-Proprietary Owned,4200.0,2800.0,3500.0,4200,2800.0,3500,0.0,0.0,Life Sci,3250,0.21699999999999997,0.2,-100,3150,No,0,3150,3,-500,2650,No direct competitors,0,2650,2650,2650,-1550,4200,4284,0.02,No,0,2066.0737113402065,-2133.9262886597935,0,0.0,0,4300,2850,3550,100,0.02,1-2%,Increase,Yes,4300,4300,2850,3550,12600,12900,6906.25,7287.5,2302.0833333333335,2429.1666666666665,0.1,3.3000000000000003,7596.875000000001,0.023809523809523808,0.0,0.0,3.3000000000000003,8016.25,1110.0,,0.16072398190045248,1.4520000000000002,1.848,5400.0,1800.0,2613.6000000000004,4489.1,7102.700000000001,5300.0,1766.6666666666667,5830.000000000001,381.25,252.0,-129.25
JBIO,Journal of Biophotonics,O-Proprietary Owned,4400.0,2933.0,3667.0,4700,3150.0,3900,300.0,0.06818181818181818,Physical Sci,3500,None,None,-500,3000,No,0,3000,0,2500,2500,No direct competitors,0,2500,2500,2500,-2200,4700,4794,0.02,No,0,0.0,-4700.0,0,0.0,0,4800,3200,4000,100,0.02,1-2%,Increase,Yes,4800,4800,3200,4000,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JBL,Journal of Business Logistics,N-Society Owned,2500.0,1650.0,2100.0,2750,1800.0,2300,250.0,0.1,SSH,2750,None,None,-500,2250,No,0,2250,3,-500,1750,No direct competitors,0,1750,1750,1750,-1000,2800,2856,0.03854545454545454,No,0,6929.726666666666,4129.726666666666,Subscription revenue considerably higher than APC - please review,43.33857142857143,0,2850,1850,2400,100,0.04,3-5%,Increase,Yes,2850,2850,1850,2400,8250,8550,5717.5,9125.0,1905.8333333333333,3041.6666666666665,0.1,3.3000000000000003,6289.25,0.03636363636363636,0.0,0.0,3.3000000000000003,10037.5,4320.0,,0.7555749890686488,1.4520000000000002,1.848,3700.0,1233.3333333333333,1790.8000000000002,5621.0,7411.8,3650.0,1216.6666666666667,4015.0000000000005,3407.5,165.0,-3242.5
JBM,Journal of Biomedical Materials Research Part A,O-Proprietary Owned,3750.0,2679.0,3214.0,3800,2700.0,3250,50.0,0.013333333333333334,Life Sci,3250,0.654,0.7,700,3950,No,0,3950,2,-500,3450,No direct competitors,0,3450,3450,3450,-350,3800,3876,0.02,No,0,2904.042602739725,-895.9573972602748,0,0.0,0,3900,2800,3350,100,0.03,3-5%,Increase,Yes,3900,3900,2800,3350,7600,7800,4157.5,6418.2692307692305,2078.75,3209.1346153846152,0.1,2.2,4573.25,0.02631578947368421,0.0,0.0,2.2,7060.096153846154,2902.5961538461543,,0.6981590267819974,0.9680000000000001,1.2320000000000002,3653.846153846154,1826.923076923077,1768.4615384615386,3953.6538461538466,5722.115384615385,3605.769230769231,1802.8846153846155,3966.3461538461543,2260.7692307692305,152.0,-2108.7692307692305
JBMB,Journal of Biomedical Materials Research Part B: Applied Biomaterials,O-Proprietary Owned,2500.0,1786.0,2143.0,2500,1786.0,2143,0.0,0.0,Life Sci,3250,0.845,0.8,800,4050,No,0,4050,11,0,4050,No direct competitors,0,4050,4050,4050,1550,4100,4182,0.6728,No,0,4485.150020462264,385.15002046226437,0,0.0,0,4200,3000,3600,1700,0.68,over 40%,Increase,Yes,4200,4200,3000,3600,27500,46200,38592.39,39396.06208333333,3508.399090909091,3581.4601893939393,0.1,12.100000000000001,42451.629,0.68,-0.3,-0.20400000000000001,9.631600000000002,34495.191960166674,-4097.198039833325,,-0.10616595758472915,4.237904000000001,5.393696000000001,7375.734166666667,670.5212878787879,2841.6048479866677,19317.30749769334,22158.912345680008,7276.062083333333,661.4601893939393,6370.919960166668,803.6720833333311,550.0,-253.6720833333311
JBMR,Journal of Bone and Mineral Research,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Life Sci,3250,None,None,-500,2750,No,0,2750,0,2500,2500,No direct competitors,0,2500,2500,2500,-500,3000,3060,0.02,No,0,973.5258252427185,-2026.4741747572816,0,0.0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JBT,Journal of Biochemical and Molecular Toxicology,O-Proprietary Owned,3600.0,2400.0,3000.0,3800,2550.0,3150,200.0,0.05555555555555555,Physical Sci,3500,0.397,0.4,300,3800,No,0,3800,2,-500,3300,No direct competitors,0,3300,3300,3300,-500,3800,3876,0.02,No,0,0.0,-3800.0,0,0.0,0,3900,2650,3250,100,0.03,3-5%,Increase,Yes,3900,3900,2650,3250,7600,7800,6545.0,8000.0,3272.5,4000.0,0.1,2.2,7199.500000000001,0.02631578947368421,0.0,0.0,2.2,8800.0,2255.0,,0.3445378151260504,0.9680000000000001,1.2320000000000002,0.0,0.0,0.0,4928.000000000001,4928.000000000001,0.0,0.0,0.0,1455.0,152.0,-1303.0
JCA,Journal of Clinical Apheresis,O-Proprietary Owned,3400.0,2250.0,2850.0,3400,2250.0,2850,0.0,0.0,Health Sci,3250,None,None,-500,2750,No,0,2750,0,2500,2500,No direct competitors,0,2500,2500,2500,-900,3400,3468,0.02,No,0,4491.3724999999995,1091.3724999999995,0,0.0,0,3450,2250,2900,50,0.01,1-2%,Increase,Yes,3450,3450,2300,2900,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JCAD,Journal of Counseling & Development,N-Society Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.833,0.8,800,3550,No,0,3550,10,0,3550,No direct competitors,0,3550,3550,3550,1050,3600,3672,0.4688,No,0,3859.371621905555,259.371621905555,0,0.0,0,3650,2400,3050,1150,0.46,over 40%,Increase,Yes,3650,3650,2400,3050,25000,36500,27567.327269999994,31115.638252656252,2756.7327269999996,3111.5638252656254,0.1,11.0,30324.059996999997,0.46,-0.2,-0.09200000000000001,9.988,31078.299486753065,3510.972216753071,,0.12735990625300367,4.3947199999999995,5.59328,6893.88667875,689.388667875,3029.6701664836196,17403.84771258172,20433.517879065337,6798.13825265625,679.813825265625,6789.980486753063,3548.3109826562577,500.0,-3048.3109826562577
JCAF,Journal of Corporate Accounting & Finance,O-Proprietary Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,0.29300000000000004,0.3,100,2850,No,0,2850,0,2500,2500,No direct competitors,0,2500,2500,2500,-500,3000,3060,0.02,No,0,4345.516750000001,1345.5167500000007,0,0.0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
