Journal Code,Journal,Ownership Structure,Current Price (USD),Current Price (GBP),Current Price (EUR),Current Price (USD).1,Current Price (GBP).1,Current Price (EUR).1,APC Change 2021 - 2020 (US $),APC Change 2021 - 2020 (%),Subject / Business Unit,Base Price,Impact Factor Percentile,Impact Factor Percentile (Round),Price Adjustment,Price Check,Is this journal considered to be 'slow' in publication?,Price Adjustment 2,Price Check 2,No. of Open Access Articles,Price Adjustment 3,Price Check 3,Competitor Analysis,Score,Price Adjustment 4,Final Adjustment 5,Maximum/Minimum Price Rule,Price Change,Price Decrease Rule,Price change limit,Limited % Price change,Is this journal considered to be 'Prestigious'?,Price Adjustment Prestigious ,Subscription Revenue per article,Subscription Revenue difference,Price Adjustment Subscription,Corporate Revenue,Price Adjustment Corporate,Final Price (USD),Final Price (GBP),Final Price (EUR),Price Change Final,Percentage Change,% category,Increase/Decrease?,Will price change be implemented?,Inflation Adjusted price,Round Inflation Adjusted Price,Round Inflation Adjusted Price (GBP),Round Inflation Adjusted Price (EUR),Current Gross Revenue,New Gross Revenue,Current Revenue,New Revenue,Current Revenue per article (Discounted),New Revenue per article (discounted),Subject Article Growth,Natural Market Volume Growth,Market Growth Revenue,% Price Change,Price Elasticity,Volume Change,New Volume,New Discounted Revenue ,Revenue Change,u,% Revenue Change,Credit Card Discount Volume Uptake,Remaining Volume,Credit Card Discount Revenue,Revenue per article,Credit Card Revenue,Remaining Revenue,Total Surcharge Revenue,China Revenue,Revenue per article.1,China New Revenue,Revenue change,Min 2%,Difference
JFIR,The Journal of Financial Research,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,0.454,0.5,500,3250,No,0,3250,11,0,3250,No direct competitors,0,3250,3250,3250,250,3300,3366,0.122,No,0,5146.354847,1846.354847,0,0,0,3350,2250,2800,350,0.12,11-15%,Increase,Yes,3350,3350,2250,2800,33000,36850,22545.951,32947.5,2049.631909,2995.227273,0.1,12.1,24800.5461,0.116666667,0,0,12.1,36242.25,13696.299,,0.607483756,5.324,6.776,7000,636.3636364,3388,20295.66,23683.66,6900,627.2727273,7590,10401.549,660,-9741.549
JFO,Journal of Forensic Sciences,N-Society Owned,3100,2050,2600,3400,2250,2850,300,0.096774194,Health Sci,3250,0.22,0.2,-100,3150,No,0,3150,0,2500,2500,No direct competitors,0,2500,2500,2500,-900,3400,3468,0.02,No,0,9619.656333,6219.656333,Subscription revenue considerably higher than APC - please review,0,0,3450,2250,2900,50,0.01,1-2%,Increase,Yes,3450,3450,2300,2900,0,0,0,0,0,0,0.1,0,0,0.014705882,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JFPE,Journal of Food Process Engineering,O-Proprietary Owned,3000,2000,2500,3100,2050,2600,100,0.033333333,Life Sci,3250,0.517,0.5,500,3750,No,0,3750,4,-500,3250,No direct competitors,0,3250,3250,3250,150,3300,3366,0.085806452,No,0,1673.555185,-1626.444815,0,0,0,3350,2200,2800,250,0.08,6-10%,Increase,Yes,3350,3350,2200,2800,12400,13400,8107.15,8542.5,2026.7875,2135.625,0.1,4.4,8917.865,0.080645161,0,0,4.4,9396.75,1289.6,,0.159069463,1.936,2.464,2600,650,1258.4,5262.18,6520.58,2550,637.5,2805,435.35,248,-187.35
JFPP,Journal of Food Processing and Preservation,O-Proprietary Owned,2900,1950,2400,2900,1950,2400,0,0,Life Sci,3250,0.443,0.4,300,3550,No,0,3550,40,500,4050,No direct competitors,0,4050,4050,4050,1150,4100,4182,0.442068966,No,0,4937.173766,837.1737664,0,0,0,4200,2850,3500,1300,0.45,over 40%,Increase,Yes,4200,4200,2850,3500,116000,168000,95266.0475,133044.73,2381.651188,3326.11825,0.1,44,104792.6523,0.448275862,-0.2,-0.089655172,40.05517241,133228.24,37962.19247,,0.398486066,17.62427586,22.43089655,40747.78913,1018.694728,17953.75691,74607.81438,92561.57129,40744.73,1018.61825,40800.92963,37778.6825,2320,-35458.6825
JFS,Journal of Food Safety,O-Proprietary Owned,3300,2200,2750,3300,2200,2750,0,0,Life Sci,3250,None,None,-500,2750,No,0,2750,5,-500,2250,No direct competitors,0,2250,2250,2250,-1050,3300,3366,0.02,No,0,1090.562873,-2209.437127,0,112.2649678,0,3350,2250,2800,50,0.02,1-2%,Increase,Yes,3350,3350,2250,2800,16500,16750,11604.095,23275,2320.819,4655,0.1,5.5,12764.5045,0.015151515,0,0,5.5,25602.5,13998.405,,1.206333195,2.42,3.08,14850,2970,7187.4,14337.4,21524.8,13500,2700,14850,11670.905,330,-11340.905
JFS2,JFSA Reports,N-Society Owned,0,0,0,3000,2280,2530,3000,0,SSH,2750,0.921,0.9,900,3650,No,0,3650,6,0,3650,No direct competitors,0,3650,3650,3650,650,3700,3774,0.258,No,0,,,,,,3750,2850,3150,750,0.25,21-25%,Increase,Yes,3750,3750,2850,3150,18000,22500,20183.9316,26143.66311,3363.9886,4357.277186,0.1,6.6,22202.32476,0.25,-0.1,-0.025,6.435,28039.07869,7855.147089,,0.389178246,2.8314,3.6036,18109.28719,3018.214532,8545.772625,15701.88407,24247.65669,17156.16681,2859.361135,18399.9889,5959.731514,360,-5599.731514
JFTR,Journal of Family Theory & Review,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.564,0.6,600,3350,No,0,3350,8,0,3350,No direct competitors,0,3350,3350,3350,850,3400,3468,0.3872,No,0,2102.777986,-1297.222014,0,0,0,3450,2300,2900,950,0.38,36-40%,Increase,Yes,3450,3450,2300,2900,20000,27600,29038.842,30822.10156,3629.85525,3852.762695,0.1,8.8,31942.7262,0.38,-0.1,-0.038,8.4656,32615.94787,3577.105872,,0.123183489,3.724864,4.740736,4201.531341,525.1914177,1956.266605,18264.93081,20221.19741,4152.101561,519.0126951,4393.753872,1783.259561,400,-1383.259561
JGC4,Journal of Genetic Counseling,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Life Sci,3250,0.614,0.6,600,3850,No,0,3850,4,-500,3350,No direct competitors,0,3350,3350,3350,350,3400,3468,0.156,No,0,4230.253,830.253,0,0,0,3450,2300,2900,450,0.15,11-15%,Increase,Yes,3450,3450,2300,2900,12000,13800,10250,12486.36364,2562.5,3121.590909,0.1,4.4,11275,0.15,0,0,4.4,13735,3485,,0.34,1.936,2.464,12672.72727,3168.181818,6133.6,7691.6,13825.2,12486.36364,3121.590909,13735,2236.363636,240,-1996.363636
JGH,Journal of Gastroenterology and Hepatology,J-Joint Owned,4000,2667,3333,4000,2667,3333,0,0,Health Sci,3250,0.768,0.8,800,4050,No,0,4050,16,0,4050,No direct competitors,0,4050,4050,4050,50,4100,4182,0.0455,No,0,4757.058235,657.0582353,0,0,0,4200,2800,3500,200,0.05,3-5%,Increase,Yes,4200,4200,2800,3500,64000,67200,42551.61375,60990.64638,2659.475859,3811.915398,0.1,17.6,46806.77513,0.05,0,0,17.6,67089.71101,24538.09726,,0.576666667,7.744,9.856,61699.83994,3856.239996,29862.72253,37570.23817,67432.9607,60990.64638,3811.915398,67089.71101,18439.03262,1280,-17159.03262
JGM,The Journal of Gene Medicine,O-Proprietary Owned,3000,2000,2500,3300,2200,2750,300,0.1,Health Sci,3250,0.838,0.8,800,4050,No,0,4050,42,500,4550,No direct competitors,0,4550,4550,4550,1250,4600,4692,0.421818182,No,0,4387.337679,-212.6623215,0,0,0,4700,3100,3900,1400,0.42,over 40%,Increase,Yes,4700,4700,3100,3900,138600,197400,127571.5785,135764.6899,3037.418535,3232.492617,0.1,46.2,140328.7363,0.424242424,-0.2,-0.084848485,42.28,136669.7878,9098.209372,,0.071318467,18.6032,23.6768,14448.65627,344.0156255,6399.791485,76535.08119,82934.87268,14258.54237,339.4891041,14353.59932,8193.111439,2772,-5421.111439
JGRA,Journal of Geophysical Research: Space Physics,N-Society Owned,3500,2500,3000,3600,2571,3086,100,0.028571429,Life Sci,3250,0.464,0.5,500,3750,No,0,3750,3,-500,3250,No direct competitors,0,3250,3250,3250,-350,3600,3672,0.02,No,0,1738.993333,-1861.006667,0,1.746309524,0,3650,2600,3100,50,0.01,1-2%,Increase,Yes,3650,3650,2600,3100,10800,10950,8950,14700,2983.333333,4900,0.1,3.3,9845,0.013888889,0,0,3.3,16170,7220,,0.806703911,1.452,1.848,4950,1650,2395.8,9055.2,11451,4500,1500,4950,5750,216,-5534
JGRB,Journal of Geophysical Research: Solid Earth,N-Society Owned,3500,2500,3000,3600,2571,3086,100,0.028571429,Life Sci,3250,0.667,0.7,700,3950,No,0,3950,5,-500,3450,No direct competitors,0,3450,3450,3450,-150,3600,3672,0.02,No,0,2844.918375,-755.081625,0,259.21075,0,3650,2600,3100,50,0.01,1-2%,Increase,Yes,3650,3650,2600,3100,18000,18250,16957.5,24000,3391.5,4800,0.1,5.5,18653.25,0.013888889,0,0,5.5,26400,9442.5,,0.55683326,2.42,3.08,0,0,0,14784,14784,0,0,0,7042.5,360,-6682.5
JGRC,Journal of Geophysical Research: Oceans,N-Society Owned,3500,2500,3000,3600,2571,3086,100,0.028571429,Life Sci,3250,0.536,0.5,500,3750,No,0,3750,14,0,3750,No direct competitors,0,3750,3750,3750,150,3800,3876,0.076666667,No,0,948.4954035,-2851.504597,0,3.682212375,0,3900,2800,3350,300,0.08,6-10%,Increase,Yes,3900,3900,2800,3350,50400,54600,39534.925,44070,2823.923214,3147.857143,0.1,15.4,43488.4175,0.083333333,0,0,15.4,48477,8942.075,,0.226181661,6.776,8.624,7900,564.2857143,3823.6,27147.12,30970.72,7800,557.1428571,8580,4535.075,1008,-3527.075
JGRD,Journal of Geophysical Research: Atmospheres,N-Society Owned,3500,2500,3000,3600,2571,3086,100,0.028571429,Life Sci,3250,0.478,0.5,500,3750,No,0,3750,4,-500,3250,No direct competitors,0,3250,3250,3250,-350,3600,3672,0.02,No,0,5562.230244,1962.230244,0,8.853658537,0,3650,2600,3100,50,0.01,1-2%,Increase,Yes,3650,3650,2600,3100,14400,14600,9593.881,10117.5,2398.47025,2529.375,0.1,4.4,10553.2691,0.013888889,0,0,4.4,11129.25,1535.369,,0.160036277,1.936,2.464,0,0,0,6232.38,6232.38,0,0,0,523.619,288,-235.619
JGRE,Journal of Geophysical Research: Planets,N-Society Owned,3500,2500,3000,3600,2571,3086,100,0.028571429,Life Sci,3250,0.414,0.4,300,3550,No,0,3550,43,500,4050,No direct competitors,0,4050,4050,4050,450,4100,4182,0.161666667,No,0,0,-4100,0,0,0,4200,3000,3600,600,0.17,16-20%,Increase,Yes,4200,4200,3000,3600,154800,180600,38727.67173,136350.4099,900.6435287,3170.939766,0.1,47.3,42600.43891,0.166666667,-0.1,-0.016666667,46.51166667,147485.6934,108758.0217,,2.80827679,20.46513333,26.04653333,122090.8382,2839.32182,58107.09962,82591.98831,140699.0879,120870.1322,2810.933306,130741.193,97622.7382,3096,-94526.7382
JGRF,Journal of Geophysical Research: Earth Surface,N-Society Owned,3500,2500,3000,3600,2571,3086,100,0.028571429,Life Sci,3250,0.802,0.8,800,4050,No,0,4050,11,0,4050,No direct competitors,0,4050,4050,4050,450,4100,4182,0.161666667,No,0,4658.821083,558.8210831,0,0,0,4200,3000,3600,600,0.17,16-20%,Increase,Yes,4200,4200,3000,3600,39600,46200,37639.521,38618.54213,3421.774636,3510.776557,0.1,12.1,41403.4731,0.166666667,-0.1,-0.016666667,11.89833333,41772.38973,4132.868732,,0.10980131,5.235266667,6.663066667,25272.56325,2297.50575,12028.05527,23392.53825,35420.59352,25931.04213,2357.367466,28048.7439,979.021125,792,-187.021125
JGRG,Journal of Geophysical Research: Biogeosciences,N-Society Owned,3500,2500,3000,3600,2571,3086,100,0.028571429,Life Sci,3250,0.85,0.9,900,4150,No,0,4150,3,-500,3650,No direct competitors,0,3650,3650,3650,50,3700,3774,0.048333333,No,0,7860.413988,4160.413988,Subscription revenue considerably higher than APC - please review,1.185780347,0,3750,2650,3200,150,0.04,3-5%,Increase,Yes,3750,3750,2650,3200,10800,11250,9226.81179,11973.25392,3075.60393,3991.084641,0.1,3.3,10149.49297,0.041666667,0,0,3.3,13170.57931,3943.767525,,0.427424729,1.452,1.848,4022.919597,1340.973199,1947.093085,7375.524416,9322.617501,3973.253923,1324.417974,4370.579315,2746.442133,216,-2530.442133
JGS,Journal of American Geriatrics Society,N-Society Owned,4300,2867,3583,4300,2867,3583,0,0,Health Sci,3250,0.968,1,1000,4250,No,0,4250,22,500,4750,No direct competitors,0,4750,4750,4750,450,4800,4896,0.138604651,No,0,1261.864479,-3538.135521,0,1.381971998,0,4900,3250,4100,600,0.14,11-15%,Increase,Yes,4900,4900,3250,4100,94600,107800,64320.18435,77366.16566,2923.644743,3516.643894,0.1,24.2,70752.20278,0.139534884,-0.1,-0.013953488,23.86232558,83915.30155,19595.1172,,0.304649581,10.49942326,13.36290233,27499.69145,1249.985975,13124.13181,46992.56887,60116.70068,27176.16566,1235.280257,29476.65969,13045.98132,1892,-11153.98132
JGT,Journal of Graph Theory,O-Proprietary Owned,3600,2400,3000,3600,2400,3000,0,0,Physical Sci,3500,0.84,0.8,800,4300,No,0,4300,1,-500,3800,No direct competitors,0,3800,3800,3800,200,3800,3876,0.076666667,No,0,24811.57788,21011.57788,Subscription revenue considerably higher than APC - please review,0,0,3900,2600,3250,300,0.08,6-10%,Increase,Yes,3900,3900,2600,3250,3600,3900,3900,4000,3900,4000,0.1,1.1,4290,0.083333333,0,0,1.1,4400,500,,0.128205128,0.484,0.616,4050,4050,1960.2,2464,4424.2,4000,4000,4400,100,72,-28
JHBP,Journal of Hepato-Biliary-Pancreatic Sciences,N-Society Owned,3600,2400,3000,3700,2450,3100,100,0.027777778,Health Sci,3250,0.588,0.6,600,3850,No,0,3850,35,500,4350,No direct competitors,0,4350,4350,4350,650,4400,4488,0.212972973,No,0,5628.425043,1228.425043,0,0,0,4500,3000,3800,800,0.22,21-25%,Increase,Yes,4500,4500,3000,3800,129500,157500,94348.64313,135149.245,2695.675518,3861.406999,0.1,38.5,103783.5074,0.216216216,-0.1,-0.021621622,37.66756757,145449.809,51101.16591,,0.54162057,16.57372973,21.09383784,33578.48577,959.3853076,15900.5928,81451.89306,97352.48586,32495.30881,928.4373945,34971.97829,40800.60184,2590,-38210.60184
JHBS,Journal of the History of the Behavioral Sciences,O-Proprietary Owned,3100,2067,2583,3100,2067,2583,0,0,SSH,2750,None,None,-500,2250,No,0,2250,4,-500,1750,No direct competitors,0,1750,1750,1750,-1350,3100,3162,0.02,No,0,1878.148119,-1221.851881,0,0,0,3150,2100,2650,50,0.02,1-2%,Increase,Yes,3150,3150,2100,2650,12400,12600,8208.19,8925,2052.0475,2231.25,0.1,4.4,9029.009,0.016129032,0,0,4.4,9817.5,1609.31,,0.196061495,1.936,2.464,0,0,0,5497.8,5497.8,0,0,0,716.81,248,-468.81
JHET,Journal of Heterocyclic Chemistry,O-Proprietary Owned,2500,1667,2083,2500,1667,2083,0,0,Physical Sci,3500,0.497,0.5,500,4000,No,0,4000,6,0,4000,No direct competitors,0,4000,4000,4000,1500,4000,4080,0.632,No,0,413.4837611,-3586.516239,0,0,0,4100,2750,3400,1600,0.64,over 40%,Increase,Yes,4100,4100,2750,3400,15000,24600,17528.75,28080,2921.458333,4680,0.1,6.6,19281.625,0.64,-0.3,-0.192,5.3328,24957.504,7428.754,,0.423803979,2.346432,2.986368,24250,4041.666667,9483.496,13976.20224,23459.69824,22500,3750,19998,10551.25,300,-10251.25
JHN,Journal of Human Nutrition and Dietetics,N-Society Owned,3400,2267,2833,3400,2267,2833,0,0,Health Sci,3250,0.883,0.9,900,4150,No,0,4150,30,500,4650,No direct competitors,0,4650,4650,4650,1250,4700,4794,0.41,No,0,3080.833452,-1619.166548,0,0,0,4800,3200,4000,1400,0.41,over 40%,Increase,Yes,4800,4800,3200,4000,102000,144000,109455.5753,114720.4937,3648.519175,3824.016457,0.1,33,120401.1328,0.411764706,-0.2,-0.082352941,30.28235294,115800.216,6344.640752,,0.057965442,13.32423529,16.95811765,37971.95294,1265.731765,16864.90785,64848.12096,81713.02881,37735.49371,1257.84979,38090.6513,5264.918458,2040,-3224.918458
JHRM,Journal of Healthcare Risk Management,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,None,None,-500,2250,No,0,2250,0,2500,2500,No direct competitors,0,2500,2500,2500,-500,3000,3060,0.02,No,0,0,-3000,0,0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,0,0,0,0,0,0,0.1,0,0,0.016666667,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JIB,Journal of the Institute of Brewing,N-Society Owned,2900,1900,2450,3100,2050,2600,200,0.068965517,Physical Sci,3500,0.47,0.5,500,4000,No,0,4000,6,0,4000,No direct competitors,0,4000,4000,4000,900,4000,4080,0.316129032,No,0,8266.667429,4266.667429,Subscription revenue considerably higher than APC - please review,0,0,4100,2700,3450,1000,0.32,31-35%,Increase,Yes,4100,4100,2700,3450,18600,24600,16825,18687.5,2804.166667,3114.583333,0.1,6.6,18507.5,0.322580645,-0.2,-0.064516129,6.174193548,19230.04032,2405.040323,,0.142944447,2.716645161,3.457548387,0,0,0,10768.82258,10768.82258,0,0,0,1862.5,372,-1490.5
JID,Journal of International Development,O-Proprietary Owned,2700,1800,2250,2700,1800,2250,0,0,SSH,2750,None,None,-500,2250,No,0,2250,0,2500,2500,No direct competitors,0,2500,2500,2500,-200,2700,2754,0.02,No,0,0,-2700,0,0,0,2750,1850,2300,50,0.02,1-2%,Increase,Yes,2750,2750,1850,2300,0,0,0,0,0,0,0.1,0,0,0.018518519,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JIEC,Journal of Industrial Ecology,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Life Sci,3250,0.609,0.6,600,3850,No,0,3850,9,0,3850,No direct competitors,0,3850,3850,3850,850,3900,3978,0.326,No,0,2307.668766,-1592.331234,0,13.4184252,0,4000,2650,3350,1000,0.33,31-35%,Increase,Yes,4000,4000,2650,3350,27000,36000,32854.4225,40583.90462,3650.491389,4509.322735,0.1,9.9,36139.86475,0.333333333,-0.2,-0.066666667,9.24,41666.14207,8811.719572,,0.268204975,4.0656,5.1744,23098.96131,2566.551257,10434.57079,23333.03956,33767.61035,21432.02596,2381.336218,22003.54665,7729.482115,540,-7189.482115
JIFM,Journal of International Financial Management & Accounting,O-Proprietary Owned,2500,1667,2083,2500,1667,2083,0,0,SSH,2750,0.956,1,1000,3750,No,0,3750,0,2500,2500,No direct competitors,0,2500,2500,2500,0,2500,2550,0.02,No,0,1414.218333,-1085.781667,0,0,0,2550,1700,2100,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2100,0,0,0,0,0,0,0.1,0,0,0.02,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JIMD,Journal of Inherited Metabolic Disease,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Health Sci,3250,0.412,0.4,300,3550,No,0,3550,3,-500,3050,No direct competitors,0,3050,3050,3050,50,3100,3162,0.054,No,0,13637.00278,10537.00278,Subscription revenue considerably higher than APC - please review,0,0,3150,2100,2650,150,0.05,3-5%,Increase,Yes,3150,3150,2100,2650,9000,9450,6875,8375,2291.666667,2791.666667,0.1,3.3,7562.5,0.05,0,0,3.3,9212.5,2337.5,,0.34,1.452,1.848,0,0,0,5159,5159,0,0,0,1500,180,-1320
JIP,Journal of Investigative Psychology and Offender Profiling,O-Proprietary Owned,2500,1667,2083,2500,1667,2083,0,0,SSH,2750,0.66,0.7,700,3450,No,0,3450,5,-500,2950,No direct competitors,0,2950,2950,2950,450,3000,3060,0.224,No,0,0,-3000,0,0,0,3050,2050,2550,550,0.22,21-25%,Increase,Yes,3050,3050,2050,2550,12500,15250,12961.995,15251.29425,2592.399,3050.25885,0.1,5.5,14258.1945,0.22,-0.1,-0.022,5.379,16407.34235,3445.347354,,0.265803787,2.36676,3.01224,12847.3275,2569.4655,6081.308167,9188.111718,15269.41989,12663.79425,2532.75885,13623.70985,2289.29925,250,-2039.29925
JIPB,Journal of Integrative Plant Biology,N-Society Owned,2500,1500,2000,2500,1500,2000,0,0,Life Sci,3250,0.563,0.6,600,3850,No,0,3850,15,0,3850,No direct competitors,0,3850,3850,3850,1350,3900,3978,0.5912,No,0,1731.837167,-2168.162833,0,0.813333333,0,4000,2400,3200,1500,0.6,over 40%,Increase,Yes,4000,4000,2400,3200,37500,60000,39368.1205,42339.43106,2624.541367,2822.628737,0.1,16.5,43304.93255,0.6,-0.3,-0.18,13.53,38190.16681,-1177.953687,,-0.029921512,5.9532,7.5768,16571.02846,1104.73523,6576.709774,21386.49342,27963.20319,16334.29948,1088.953299,14733.53813,2971.310557,750,-2221.310557
JIR,Journal of Intellectual Disability Research,J-Joint Owned,3300,2200,2750,3300,2200,2750,0,0,SSH,2750,0.423,0.4,300,3050,No,0,3050,3,-500,2550,No direct competitors,0,2550,2550,2550,-750,3300,3366,0.02,No,0,448.5131132,-2851.486887,0,0,0,3350,2250,2800,50,0.02,1-2%,Increase,Yes,3350,3350,2250,2800,9900,10050,8450.2,9143.08933,2816.733333,3047.696443,0.1,3.3,9295.22,0.015151515,0,0,3.3,10057.39826,1607.198263,,0.190196476,1.452,1.848,3290.322581,1096.774194,1592.516129,5632.143027,7224.659156,3725.806452,1241.935484,4098.387097,692.88933,198,-494.88933
JJNS,Japan Journal of Nursing Science,N-Society Owned,2500,1667,2083,2500,1667,2083,0,0,Health Sci,3250,0.607,0.6,600,3850,No,0,3850,22,500,4350,No direct competitors,0,4350,4350,4350,1850,4400,4488,0.7952,No,0,1344.242615,-3055.757385,0,333.6277268,0,4500,3000,3750,2000,0.8,over 40%,Increase,Yes,4500,4500,3000,3750,55000,99000,69612.4825,71500.52958,3164.20375,3250.024072,0.1,24.2,76573.73075,0.8,-0.4,-0.32,16.456,53482.39613,-16130.08637,,-0.231712558,7.24064,9.21536,47577.70167,2162.622803,15658.77317,29950.14183,45608.915,47378.02958,2153.546799,35438.76613,1888.047083,1100,-788.0470833
JLB,Journal of Leukocyte Biology,N-Society Owned,2800,2150,2550,2800,2150,2550,0,0,Life Sci,3250,0.721,0.7,700,3950,No,0,3950,176,500,4450,No direct competitors,0,4450,4450,4450,1650,4500,4590,0.639285714,No,0,3910.422807,-589.5771934,0,1.372945638,0,4600,3550,4200,1800,0.64,over 40%,Increase,Yes,4600,4600,3550,4200,492800,809600,586117.311,595769.6993,3330.211994,3385.05511,0.1,193.6,644729.0421,0.642857143,-0.3,-0.192857143,156.2628571,528958.383,-57158.92799,,-0.09752131,68.75565714,87.5072,458604.0141,2605.704625,179156.9338,296216.6945,475373.6283,469420.5514,2667.162224,416778.3896,9652.388285,9856,203.6117154
JLCA,Journal of Latin American & Caribbean Anthropology,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,0.735,0.7,700,3450,No,0,3450,13,0,3450,No direct competitors,0,3450,3450,3450,450,3500,3570,0.19,No,0,2668.129479,-831.8705205,0,0,0,3550,2350,2950,550,0.18,16-20%,Increase,Yes,3550,3550,2350,2950,39000,46150,41350.8575,58932.8122,3180.835192,4533.293246,0.1,14.3,45485.94325,0.183333333,-0.1,-0.018333333,14.03783333,63637.61504,22286.75754,,0.53896724,6.176646667,7.861186667,54809.75701,4216.135154,26041.57715,35637.06442,61678.64157,51925.03295,3994.233304,56070.38142,17581.9547,780,-16801.9547
JLCD,International Journal of Language & CommunicationDisorders,N-Society Owned,3100,2050,2600,3100,2050,2600,0,0,SSH,2750,0.212,0.2,-100,2650,No,0,2650,12,0,2650,No direct competitors,0,2650,2650,2650,-450,3100,3162,0.02,No,0,1500.642887,-1599.357113,0,1.238304326,0,3150,2100,2650,50,0.02,16-20%,Increase,Yes,3150,3150,2100,2650,37200,37800,38684.7165,40408.25423,3223.726375,3367.354519,0.1,13.2,42553.18815,0.016129032,0,0,13.2,44449.07965,5764.363152,,0.149008799,5.808,7.392,21536.79196,1794.732663,10423.80731,24891.48461,35315.29191,21745.75423,1812.146186,23920.32965,1723.537729,744,-979.5377292
JLCR,Journal of Labelled Compounds and Radiopharmaceuticals,O-Proprietary Owned,3300,2200,2750,3300,2200,2750,0,0,Physical Sci,3500,0.517,0.5,500,4000,No,0,4000,25,500,4500,No direct competitors,0,4500,4500,4500,1200,4500,4590,0.390909091,No,0,1404.911984,-3095.088016,0,645.227077,0,4600,3050,3800,1300,0.39,36-40%,Increase,Yes,4600,4600,3050,3800,82500,115000,93738.8995,100170,3749.55598,4006.8,0.1,27.5,103112.7895,0.393939394,-0.2,-0.078787879,25.33333333,101505.6,7766.7005,,0.082854616,11.14666667,14.18666667,80750,3230,36003.73333,56843.136,92846.86933,81600,3264,82688,6431.1005,1650,-4781.1005
JLMS,Journal of the London Mathematical Society,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Physical Sci,3500,0.71,0.7,700,4200,No,0,4200,13,0,4200,No direct competitors,0,4200,4200,4200,1200,4200,4284,0.428,No,0,8259.038125,4059.038125,Subscription revenue considerably higher than APC - please review,0,0,4300,2850,3600,1300,0.43,over 40%,Increase,Yes,4300,4300,2850,3600,39000,55900,34209.329,49450,2631.486846,3803.846154,0.1,14.3,37630.2619,0.433333333,-0.2,-0.086666667,13.06066667,49680.76667,15471.43767,,0.452257852,5.746693333,7.313973333,3480,267.6923077,1538.3456,27821.22933,29359.57493,3440,264.6153846,3456.053333,15240.671,780,-14460.671
JLS,Journal of Leadership Studies,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,0.759,0.8,800,3550,No,0,3550,158,500,4050,No direct competitors,0,4050,4050,4050,1050,4100,4182,0.394,No,0,2807.435247,-1292.564753,0,1.550255537,0,4200,2800,3500,1200,0.4,36-40%,Increase,Yes,4200,4200,2800,3500,474000,663600,519666.2328,528090.4803,3289.02679,3342.344812,0.1,173.8,571632.856,0.4,-0.2,-0.08,159.896,534427.5661,14761.33333,,0.028405412,70.35424,89.54176,226870.3642,1435.888381,101020.8358,299279.437,400300.2728,229637.8818,1453.404315,232393.5364,8424.247569,9480,1055.752431
JLSE,Journal of Legal Studies Education,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.797,0.8,800,3550,No,0,3550,162,500,4050,No direct competitors,0,4050,4050,4050,1550,4100,4182,0.6728,No,0,2425.173858,-1674.826142,0,3.996161228,0,4200,2750,3550,1700,0.68,over 40%,Increase,Yes,4200,4200,2750,3550,405000,680400,535278.99,581654.2978,3304.191296,3590.458628,0.1,178.2,588806.889,0.68,-0.3,-0.204,141.8472,509296.5031,-25982.48686,,-0.048540083,62.412768,79.434432,375978.5446,2320.855213,144850.998,285206.0418,430057.0398,380455.4336,2348.490331,333126.7777,46375.30778,8100,-38275.30778
JMCB,"Journal of Money, Credit and Banking",N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,0.356,0.4,300,3050,No,0,3050,2,-500,2550,No direct competitors,0,2550,2550,2550,-450,3000,3060,0.02,No,0,18265.65732,15265.65732,Subscription revenue considerably higher than APC - please review,0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,6000,6100,4983.20679,5082.870926,2491.603395,2541.435463,0.1,2.2,5481.527469,0.016666667,0,0,2.2,5591.158018,607.9512284,,0.122,0.968,1.232,5182.535062,2591.267531,2508.34697,3131.04849,5639.39546,5082.870926,2541.435463,5591.158018,99.6641358,120,20.3358642
